name,nation,foldered,rank,role,mainArm,main_arm_diameter,purchase_type,is_premium,is_reserve,br_ab,br_rb,br_sb,repair_ab,repair_rb,repair_sb,sl_mod_ab,sl_mod_rb,sl_mod_sb,rp_mod_ab,rp_mod_rb,rp_mod_sb,main_reload_base,main_reload_upgraded,forward_ab,forward_rbsb,reverse_ab,reverse_rbsb,stabilizer,can_float,smoke_grenade,ess,night_vision,revers_gear,rangefinder,dozer,autoloader,era_armor,thermal_vision,laser_rangefinder,hydro_suspension,composite_armor,lwr
T-34 (Sweden),Sweden,True,3,Medium,F-34 (76mm),76,Tech Tree,False,False,3.7,3.7,3.7,983,1139,1454,60,90,110,136,136,136,9,6.9,55,49,8,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Pz.IV (Sweden),Sweden,True,3,Medium,75mm KwK40 L48 cannon,75,Tech Tree,False,False,4,3.7,3.7,1057,1236,1578,70,100,120,142,142,142,7.6,5.9,43,39,9,8,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
PT-76 (Sweden),Sweden,True,3,Light,D-56TS (76mm),76,Tech Tree,False,False,5,5.3,5.3,887,1093,1323,70,110,160,148,148,148,6.5,5,49,44,8,7,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False
Comet I (Sweden),Sweden,True,3,Medium,OQF Mk.II (77mm),77,Tech Tree,False,False,5,5.3,5.3,1506,1806,2365,80,130,160,154,154,154,9.6,7.4,58,52,4,4,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
SAV 20.12.48,Sweden,False,3,Tank destroyer,Automatkanon (120mm),120,Gift,True,False,3.7,3.7,3.7,600,698,932,140,200,260,272,272,272,1.2,1.2,53,49,21,19,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
Sherman III/IV,Sweden,False,3,Medium,M3 (75mm),75,GE,True,False,3.7,3.7,3.7,624,709,938,120,180,220,272,272,272,6.5,5,47,42,7,6,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Pbv 501,Sweden,False,4,Light,2A28 (73mm),73,Tech Tree,False,False,6.7,6.7,6.7,2465,3012,4035,110,150,200,178,178,178,6,6,73,66,13,12,False,True,False,True,True,False,False,False,True,False,False,False,False,False,False
Strv 74,Sweden,False,4,Light,Kan Strv 74 (75mm),75,Tech Tree,False,False,5.7,5.7,5.7,2376,2953,3640,120,160,230,172,172,172,8.7,6.7,50,45,6,5,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Lvkv 42,Sweden,False,4,SPAA,40mm lvakan m/48 cannon,40,Tech Tree,False,False,5,4.3,4.3,2913,2285,3295,110,140,210,160,160,160,0.6,0.5,66,61,8,7,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Bkan 1C,Sweden,False,4,Tank destroyer,155mm kan m/60 cannon,155,Tech Tree,False,False,7,6.7,6.7,4257,4630,6626,130,200,250,178,178,178,3.2,3.2,33,31,33,31,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
T-34-85 (Sweden),Sweden,False,4,Medium,ZIS-S-53 (85mm),85,Tech Tree,False,False,5.7,5.7,5.7,3128,3733,4664,110,180,210,172,172,172,9.6,7.4,62,55,10,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Charioteer Mk VII (Sweden),Sweden,False,4,Medium,20pdr OQF Mk.I (84mm),84,Tech Tree,False,False,6,6.3,6,3208,3966,5005,120,180,220,178,178,178,8.1,6.3,63,57,4,4,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Ikv 91,Sweden,False,5,Light,Kan Ikv 91 (90mm),90,Tech Tree,False,False,7.3,7.7,7.7,2990,3578,4862,110,160,200,190,190,190,7.8,6,72,65,13,12,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
U-SH 405,Sweden,False,5,Light,81mm Oerlikon Typ 3Z 8Dla launcher,81,Tech Tree,False,False,7.7,8,8,3335,3879,4937,110,160,200,196,196,196,2.6,2,82,74,11,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Strv 81,Sweden,False,5,Medium,Kan Strv 81 (84mm),84,Tech Tree,False,False,7.7,7.7,7.7,4041,4566,6435,130,200,220,190,190,190,8.1,6.3,39,35,14,12,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Strv 101,Sweden,True,5,Medium,105mm kan Strv 101 cannon,105,Tech Tree,False,False,8,8,8,3878,4319,6124,130,200,230,196,196,196,8.7,6.7,39,35,14,13,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False
Strv 103A,Sweden,True,5,Medium,L74 (105mm),105,Tech Tree,False,False,8,8,8,4069,4532,6426,140,200,240,202,202,202,4,4,56,50,49,44,False,False,True,False,True,False,False,False,True,False,False,True,True,False,False
ZSU-57-2 (Sweden),Sweden,False,5,SPAA,2x 57mm S-68 cannon,57,Tech Tree,False,False,7,7,7,3791,3593,5434,140,180,250,184,184,184,2.6,2,55,51,9,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
VEAK 40,Sweden,False,5,SPAA,2x 40mm lvakan m/48 cannon,40,Tech Tree,False,False,8.7,8.7,8.7,4845,4201,5088,130,170,200,190,190,190,0.6,0.5,66,61,21,19,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Pvrbv 551,Sweden,False,5,Tank destroyer,Rbs 55 ATGM,152,Tech Tree,False,False,8,8,8,4434,4950,6183,160,210,250,196,196,196,13,10,42,39,8,7,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
T-54 (Sweden),Sweden,False,5,Medium,D-10T (100mm),100,Tech Tree,False,False,8,8,8,4271,4757,6745,140,200,240,202,202,202,9.7,7.5,56,51,9,8,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Strv 81 (RB 52),Sweden,False,5,Medium,Kan Strv 81 (84mm),84,GE,True,False,7.7,7.7,7.7,2743,3158,4414,260,400,440,380,380,380,8.1,6.3,39,35,14,13,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Strv 103-0,Sweden,False,5,Medium,L74 (105mm),105,GE,True,False,8,8,8,2897,3301,4496,280,400,480,404,404,404,4,4,56,50,49,44,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False
VIDAR,Sweden,False,5,Tank destroyer,155mm CN98 cannon,155,Pack,True,False,8,8,8,2795,2901,3593,300,420,500,380,380,380,7.8,6,73,68,44,40,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False
Ikv 91-105,Sweden,False,6,Light,Kan Bofors (105mm),105,Tech Tree,False,False,8.7,8.7,8.7,3139,3361,4028,120,160,200,214,214,214,8.7,6.7,72,65,13,12,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False
CV9030FIN,Sweden,True,6,Light,30mm Bushmaster 2 Mk.44 cannon,30,Tech Tree,False,False,9.3,9.3,9.3,3266,3243,3966,130,160,210,220,220,220,13,10,78,71,51,46,True,False,True,False,True,False,False,False,False,False,True,True,False,False,False
Strf 9040B,Sweden,True,6,Light,Akan m/70B (40mm),40,Tech Tree,False,False,9.3,9.7,9.7,3323,3252,4165,130,170,220,226,226,226,0.2,0.2,78,70,51,46,True,False,True,False,True,False,False,False,True,False,True,True,False,False,False
Strv 104,Sweden,True,6,Medium,Kan Strv 101 (105mm),105,Tech Tree,False,False,8.7,8.7,8.7,3921,4266,5452,140,200,240,214,214,214,8.7,6.7,54,49,9,8,True,False,True,True,True,False,False,False,False,True,False,True,False,False,False
Strv 103C,Sweden,True,6,Medium,105mm L74 cannon,105,Tech Tree,False,False,8.7,8.7,8.7,4304,4686,5965,140,210,250,220,220,220,4,4,55,50,49,44,False,False,True,False,True,False,False,True,True,False,False,True,True,False,False
Strv 105,Sweden,False,6,Medium,105mm kan Strv 101 cannon,105,Tech Tree,False,False,9.3,9.3,9.3,4185,4270,5457,150,200,240,226,226,226,8.7,6.7,54,49,9,8,True,False,True,False,True,False,False,False,False,True,True,True,False,False,False
ItPsV 90,Sweden,False,6,SPAA,2x Oerlikon KDA (35mm),35,Tech Tree,False,False,8.7,8.7,8.7,4568,3894,4732,150,190,230,214,214,214,1.3,1,75,69,34,31,True,False,True,False,True,False,False,False,False,False,False,True,False,True,False
Lvrbv 701,Sweden,False,6,SPAA,Rbs 70 SAM,105,Tech Tree,False,False,9.3,9.7,9.7,5556,4721,5213,160,190,230,226,226,226,15.6,12,42,39,8,7,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
UDES 33,Sweden,True,6,Tank destroyer,Rbs 55 ATGM,152,Tech Tree,False,False,8.3,8.3,8.3,5148,5220,8535,160,210,250,208,208,208,13,10,58,53,14,12,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Pbv 302 (BILL),Sweden,True,6,Tank destroyer,20mm Akan m/47D cannon,20,Tech Tree,False,False,8.7,8.7,8.7,4212,4823,5108,160,210,250,214,214,214,6.5,5,72,66,13,12,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False
T-55M (Sweden),Sweden,False,6,Medium,100mm D-10T2S cannon,100,Tech Tree,False,False,8.7,8.7,8.7,3921,4266,5452,140,200,240,214,214,214,9.7,7.5,56,51,9,8,True,False,True,True,True,False,False,False,False,False,False,True,False,False,False
T-72M1 (Sweden),Sweden,False,6,Medium,2A46 (125mm),125,Tech Tree,False,False,9.3,9.3,9.3,3815,3777,4900,160,200,240,226,226,226,7.1,7.1,67,60,5,5,True,False,True,True,True,False,False,True,True,False,False,True,False,True,False
Leopard 1A5NO2,Sweden,False,6,Medium,L7A3 (105mm),105,GE,True,False,9.3,9.3,9.3,3085,3148,3887,300,400,460,440,440,440,8.7,6.7,73,66,28,26,True,False,True,False,True,False,False,False,False,False,True,True,False,False,False
Strf 9040C,Sweden,False,7,Light,Akan m/70B (40mm),40,Tech Tree,False,False,10,10,10,3574,3415,4581,140,180,230,238,238,238,0.2,0.2,78,70,51,46,True,False,True,False,True,False,False,False,True,False,True,True,False,False,False
Strv 121,Sweden,False,7,Medium,Kan Strv 121 (120mm),120,Tech Tree,False,False,10.3,10.3,10.3,4350,4212,4927,150,200,250,238,238,238,7.8,6,76,69,35,31,True,False,True,False,True,False,False,True,False,False,True,True,False,True,False
Lvkv 9040C,Sweden,True,7,SPAA,Akan m/70B (40mm),40,Tech Tree,False,False,9.7,10,10,4728,4404,4868,160,200,250,238,238,238,0.2,0.2,77,70,50,46,True,False,True,False,True,False,False,False,True,False,True,True,False,False,False
ASRAD-R,Sweden,True,7,SPAA,Rbs 70 SAM,105,Tech Tree,False,False,10.3,10.3,10.3,4527,4568,5233,160,200,240,244,244,244,19.5,15,70,65,17,15,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False
Strf 9040 BILL,Sweden,False,7,Light,Akan m/70B (40mm),40,Tech Tree,False,False,10.7,10,10,3971,3415,4581,140,180,230,238,238,238,0.2,0.2,78,70,51,46,True,False,True,False,True,False,False,False,True,False,True,True,False,False,False
Leopard 2A4 (Sweden),Sweden,False,7,Medium,Rh120 L/44 (120mm),120,Tech Tree,False,False,10.3,10.3,10.3,4561,4415,5165,150,200,250,238,238,238,7.8,6,76,69,35,31,True,False,True,False,True,False,False,False,False,False,True,True,False,True,False
CV 90105,Sweden,False,7,Light,105mm L/50 cannon,105,Pack,True,False,9.7,10,10,2993,2797,3683,280,340,440,464,464,464,5,5,78,71,45,41,True,False,True,False,True,False,False,False,True,False,True,True,False,False,True
Christian II,Sweden,False,7,Medium,Kan Strv 121 (120mm),120,Pack,True,False,10.3,10.3,10.3,3422,3323,3873,300,400,500,476,476,476,7.8,6,76,69,35,31,True,False,True,False,True,False,False,False,False,False,True,True,False,True,False
CT-CV 105HP,Sweden,False,7,Light,105mm L/50 cannon,105,Market,False,False,9.7,10,10,3434,3316,4451,140,170,220,232,232,232,5,5,112,101,19,17,True,False,True,False,True,False,False,False,True,False,True,True,False,False,True
CV 90120,Sweden,False,8,Light,CTG (120mm),120,Tech Tree,False,False,11.3,11.3,11.3,3529,3567,3769,140,160,210,250,250,250,5,5,88,79,57,51,True,False,True,False,True,False,False,False,True,False,True,True,False,False,True
Strv 122A,Sweden,True,8,Medium,Kan Strv 122 (120mm),120,Tech Tree,False,False,11.7,11.7,11.7,4665,4530,5737,150,190,210,250,250,250,7.8,6,76,69,35,31,True,False,True,False,True,False,False,False,False,False,True,True,False,True,False
Strv 122B PLSS,Sweden,True,8,Medium,Kan Strv 122 (120mm),120,Tech Tree,False,False,11.7,11.7,11.7,4291,4159,5264,160,200,210,256,256,256,7.8,6,76,69,35,31,True,False,True,False,True,False,False,False,False,False,True,True,False,True,False
Strv 122B+,Sweden,False,8,Medium,Kan Strv 122 (120mm),120,Tech Tree,False,False,11.7,11.7,11.7,4291,4159,5264,160,200,210,256,256,256,7.8,6,76,69,35,32,True,False,True,False,True,False,False,False,False,False,True,True,False,True,False
ItO 90M,Sweden,False,8,SPAA,VT1 SAM,165,Tech Tree,False,False,11.7,11.7,11.7,5505,6559,7359,160,210,200,250,250,250,19.5,15,90,83,16,15,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
Leopard 2A6 (Sweden),Sweden,False,8,Medium,Rh120 L/55 (120mm),120,Tech Tree,False,False,11.7,11.7,11.7,4665,4530,5737,150,190,210,250,250,250,7.8,6,76,69,35,31,True,False,True,False,True,False,False,False,False,False,True,True,False,True,False
T 80 U (Sweden),Sweden,False,8,Medium,2A46M-1 (125mm),125,Squadron,False,False,11,11,11,4181,4101,4816,160,200,240,250,250,250,6.5,6.5,78,70,13,11,True,False,True,True,True,False,False,True,True,True,True,True,False,True,False
M-51,Israel,False,4,Medium,M-51 (105mm),105,Tech Tree,False,False,6,6,6,2152,2568,3275,100,150,180,160,160,160,9.7,7.5,43,38,6,5,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Magach 1,Israel,True,4,Medium,M41 (90mm),90,Tech Tree,False,False,7.7,7.7,7.7,3126,3536,5016,120,180,200,172,172,172,8.7,6.7,50,45,10,9,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
Magach 2,Israel,True,4,Medium,M41 (90mm),90,Tech Tree,False,False,7.7,7.7,7.7,3369,3812,5409,120,180,200,178,178,178,8.7,6.7,54,49,10,9,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
AMX-13 (Israel),Israel,False,4,Light,SA50 L/57 (75mm),75,Tech Tree,False,False,6.3,6.7,6.7,2159,2621,3494,100,140,170,166,166,166,5,5,68,61,8,7,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
AML-90 (Israel),Israel,False,4,Light,DEFA F1 (90mm),90,Tech Tree,False,False,7,7.7,7.7,2445,2954,3995,110,140,190,172,172,172,8.7,6.7,101,91,20,18,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Sho't,Israel,False,4,Medium,20pdr OQF Mk.I (84mm),84,Tech Tree,False,False,7.7,7.7,7.7,3260,3689,5233,120,180,200,178,178,178,8.1,6.3,39,35,14,13,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False
TCM-20,Israel,False,4,SPAA,2x 20mm HS.404 cannon,20,Tech Tree,False,False,4.3,4.3,4.3,2824,2285,3295,110,140,210,160,160,160,3.9,3,80,73,19,17,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ZSU-57-2 (Israel),Israel,False,4,SPAA,2x 57mm S-68 cannon,57,Tech Tree,False,False,7,7,7,3286,3102,4697,140,170,230,172,172,172,2.6,2,55,51,9,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
M109 (Israel),Israel,False,4,Tank destroyer,155mm M126 cannon,155,Tech Tree,False,False,6,6,6,2439,2872,3771,100,160,220,160,160,160,17.3,13.3,62,57,13,12,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Rochev,Israel,False,4,Tank destroyer,155mm M185 cannon,155,Tech Tree,False,False,6.3,6.3,6.3,3148,3601,4887,110,180,230,166,166,166,17.3,13.3,62,57,13,12,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Zachlam Tager,Israel,False,4,Tank destroyer,SS.11 ATGM,0,Tech Tree,False,False,6.7,6.7,6.7,3693,4198,6000,120,200,240,172,172,172,13,10,80,73,19,17,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
M-51 (W),Israel,False,4,Medium,M-51 (105mm),105,Pack,True,False,6,6,6,2096,2478,3098,240,360,420,344,344,344,9.7,7.5,43,38,6,5,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Magach 3,Israel,True,5,Medium,M68 (105mm),105,Tech Tree,False,False,8,8,8,3671,4087,5798,120,190,220,184,184,184,8.7,6.7,54,49,9,8,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
Magach 6,Israel,True,5,Medium,M68 (105mm),105,Tech Tree,False,False,8,8,8,3918,4364,6187,130,190,220,190,190,190,8.7,6.7,54,49,9,8,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
Magach 6A,Israel,True,5,Medium,M68 (105mm),105,Tech Tree,False,False,8,8,8,3918,4364,6187,130,190,220,190,190,190,8.7,6.7,54,49,9,8,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
Magach 5,Israel,True,5,Medium,Sharir (105mm),105,Tech Tree,False,False,8,8,8,3787,4187,5732,130,190,230,196,196,196,8.7,6.7,54,49,9,8,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False
Tiran 4,Israel,True,5,Medium,D-10T (100mm),100,Tech Tree,False,False,8,8,8,4023,4478,6354,120,190,220,184,184,184,9.7,7.5,56,51,9,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Tiran 4S,Israel,True,5,Medium,M68 (105mm),105,Tech Tree,False,False,8,8,8,4293,4782,6780,130,190,220,190,190,190,9.7,7.5,56,51,9,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Sho't Kal Alef,Israel,False,5,Medium,M68 (105mm),105,Tech Tree,False,False,8,8,8,4086,4517,6184,130,190,230,196,196,196,8.7,6.7,54,49,9,8,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Hovet,Israel,False,5,SPAA,20mm M168 cannon,20,Tech Tree,False,False,7.7,7.7,7.7,3730,3385,4541,140,170,230,184,184,184,26,20,70,65,17,15,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Magach 3 (ERA),Israel,False,5,Medium,M68 (105mm),105,GE,True,False,8,8,8,3150,3584,4896,280,420,480,416,416,416,8.7,6.7,54,49,9,8,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False
Magach 6R,Israel,True,6,Medium,Sharir (105mm),105,Tech Tree,False,False,8.7,8.7,8.7,4088,4437,5672,140,200,240,208,208,208,8.7,6.7,54,49,9,8,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False
Magach 6B,Israel,True,6,Medium,Sharir (105mm),105,Tech Tree,False,False,8.3,8.7,8.7,4156,4246,5257,140,200,230,214,214,214,8.7,6.7,54,49,9,8,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False
Magach Hydra,Israel,True,6,Medium,Sharir (105mm),105,Tech Tree,False,False,8.7,8.7,8.7,4488,4885,6219,140,210,250,220,220,220,8.7,6.7,54,49,9,8,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False
Magach 6M,Israel,True,6,Medium,Sharir (105mm),105,Tech Tree,False,False,9,9,9,3908,4050,5014,140,200,230,214,214,214,8.7,6.7,54,49,9,8,True,False,True,False,True,False,False,True,False,True,True,True,False,False,False
Magach 6C,Israel,True,6,Medium,Sharir (105mm),105,Tech Tree,False,False,9.3,9.3,9.3,3869,3952,5050,150,200,230,220,220,220,8.7,6.7,54,49,9,8,True,False,True,True,True,False,False,False,False,True,True,True,False,False,True
Gal Batash,Israel,True,6,Medium,Sharir (105mm),105,Tech Tree,False,False,9.3,9.3,9.3,3887,3837,4995,150,200,230,220,220,220,8.7,6.7,54,49,9,8,True,False,True,True,True,False,False,False,False,True,True,True,False,True,True
Magach 7C,Israel,True,6,Medium,Sharir (105mm),105,Tech Tree,False,False,9.3,9.3,9.3,3965,3926,5093,160,200,240,226,226,226,8.7,6.7,54,49,9,8,True,False,True,True,True,False,False,False,False,False,True,True,False,False,False
Sho't Kal Gimel,Israel,False,6,Medium,Sharir (105mm),105,Tech Tree,False,False,8.7,8.7,8.7,3857,4186,5351,140,200,240,208,208,208,8.7,6.7,54,49,9,8,True,False,True,True,True,False,False,False,False,True,False,True,False,False,False
